label,text,,,,,,
c,"Somehow it held my interest, but felt disappointing when compared to The Nightingale. Just not nearly as well written or interesting or compelling Good story, but also felt simplistic in character development.
",,,,,,
i,About 50% of this novel is the main character explaining minutiae over random 80s trivia. This is both ridiculous and sad. I finished about 20% of the book and couldn't go any further.,,,,,,
i,"My least favorite Kristin Hannah book, could not finish it.",,,,,,
i,"dnf 35% I really tried. I did. It's just I'm too bored by this book to keep reading. I thought I would really like Holden... but as it turned out I just got annoyed by the way he talked about things and the way he kept repeating himself. Maybe I will try to read this later in my life, when I have more time. (I keep saying this about all the other classics I didn't finish but I really don't see myself reading any of them anytime soon).",,,,,,
c,"The book itself didn't actually ""inform my sexuality"" as the shelf implies but my used copy had a very realistic sketch of a penis drawn somewhere in the middle and I hadn't actually seen a penis that up close before, so all in all I'd have to say it was very informative.",,,,,,
i,I wanted to like this book just I just couldn't get into it. Thank goodness I had the audio book. I just let it play. Still my mind wandered and kept losing interest. Finally I returned it for something else. Yawn!,,,,,,
c,such nonsense... I do not know where to begin. How did this get highly rated? I think I read (half read) a different book.,,,,,,
c,I can't understand all the 5 star reviews. I'm struggling to finish this book just to find out if there is an answer to the fire. The book is filled with sexual tension and jealousy and goes on and on and on..... Definately will not be reading the rest of this series. Glad this was part of the Prime membership - would have been mad at myself for buying this one!,,,,,,
c,I loved this book. I do not give 5 stars because that is reserved for perfection. 4 & 3/4 is my real rating. I have some favorite songs from the 80's that transport me back there whenever I hear them. This book had that same effect. I was about the same age as the main characters of the story then and the games mentioned were quite familiar to my pals and me. The arcades were where the action was at for our crowd. Good times to be a young person. I think I will turn on some Rush and play some Rampage now.,,,,,,
i,"DNF. I know in the historical context why this book is important, but I hear this same thing every day. The most sympathetic way I can view this character is that he is clinically depressed and needs help. I still find that generous interpretation unlikely based on how the character has been viewed in my research. None of the presentations of the ""poor"", rich, white boy cause me to be sympathetic. It makes me want to say, ""Get over yourself. You, Mr. Caulfield, are the real phony in this story. You hate the phoniness of the world? Do something instead of whining about it. Now excuse me, I need to go work on my own phoniness."" ",,,,,,
c,I finished this today and wow I really loved it which was somewhat unexpected. It's hard to say how I would have felt about it had I read it in high school. I don't think teenage Amanda would really have liked it or cared at all about Holden. I loved Holden even though he was a total spoiled pain in the ass. I felt his pain and his loneliness. I'm not sure I really get what the big deal is about this book and why it seems to be the quintessential America high school assignment but I'm really glad I finally got around to reading it. ,,,,,,
c,"I don't like the fact that its everyone's point of veiw. Kinda lost my interest. I like books where its not jumping from person to person
",,,,,,
c,"Okay, finished Ready Player One. Did not like it. I don't understand how books like RP1 become best sellers when Game of Throne's, the first book, didn't even hit the list and Clash of Kings only made it to 13 when they were originally released. GoT is far better written, far more engaging, better developed characters, etc. RP1 diguises a shoddily crafted story with bland characters by means of overwhelming the readers with a data dump of geekery. It's the Da Vinci Code of nerdery. I have to upgrade my did not like to ""Hated it."" Sorry.",,,,,,
c,"The only reason I'm giving this two stars instead of one is because I did actually make it to the last page. Though in hindsight, I might have been happier with my purchase if I'd abandoned it halfway through. The only tension driving this story was sexual tension, and whilst I usually love sexual tension, the author teased so much that the scenes ended up irritating me by the end. I was flicking through page after page, bored. Why couldn't Kayla and Jake kiss? Why couldn't they have sex? The answer to this is as unbelievable as the rest of the plot. The pain Kayla feels at any point of the book doesn't translate to the page. I was unmoved by a most of it, and, even though I was expecting the twist with Megan at the end, I rolled my eyes because it was so, so, so silly. Overall, this was a very disappointing read after so many five star reviews. The only thing I can commend the author on is having the courage to put her work out there",,,,,,
c,"I chose this book because I like Kristin Hannah's writing style. As the other books of hers that I have read, it's easy to understand and contains historical facts. This book deals with a veteran's PTSD, domestic violence and a wife's submissive behavior. At times I felt myself cringing at the content of the domestic violence. Her descriptions of Alaska in Winter are so beautiful as well as daunting at the same time. When Hannah mentions the northern lights I could visualize them in my head. Towards the ending it became a little tedious for me but I did like the final end..",,,,,,
i,DNF. I tried. I really did. After realizing that every classic I've ever attempted to read I went through my entire to-read list and removed them all. I just can't. Bravo to anyone who really enjoys these they're just not my cup of tea. The entire story is about a boy thinking everyone he knows is phoney (his words). He drops/flunks out of school. Then because he doesn't want his parents to know just spends all night traveling around NYC trying to meet up with all these people. Only to realize that he doesn't really have any friends. Literally that's the story. I mean there's a deeper meaning to it I know that I had to look up on cliff notes ha but it just wasn't good to me. Not my style of writing to read.,,,,,,
i,I really wanted to like this one. I had heard so many great things about it but I found it slow and it didn't hold my interest. DNF.,,,,,,
c,"This is how I felt about this novel, I loved the story but I didn’t care for Marin. Okay, I said it. It’s a weird combination because Marin really makes up the whole story but that is how I felt after reading it. The story flashes back and forth between the current time period and the end of her senior year. I enjoyed this small flip of the clock as I really got to see the full picture.In the present time, Marin is living in her college dorm, alone, as everyone else has left for holiday break. Flashing back, we see Marin living with her Gramps before heading off to college. This novel is heavy with emotion, the words drawing themselves out slowly across the pages, and each relationship was vital and significant. I thought Marin’s relationship with her Gramps was strange: they got along great, he tried to instill life’s lessons on her, but their house seemed to be divided and there were issues that were never addressed. I had to wonder if Gramps was really okay, was there more problems that were not addressed. Marin felt like an island to me, she felt distinct and aloof, even with her own Gramps. As the novel became more emotional, it became all about Marin and nothing about the larger picture which I thought include many other individuals. I thought she was quick to blame others when she should have had been looking in the mirror. I also thought, she was running from herself on many levels. I did enjoy the relationship between Marin and Mable, it might have been too as Mable wanted her part in it but it takes two to make it work. Marin sees this relationship having many fronts but again I think Marin thought only of herself. Marin, Marin, Marin, the world is bigger than you.",,,,,,
c,"After finishing this book, I rated it three stars. I had just browsed the glowing reviews of fellow GR members and fell pray to the idea that I should like the book more than I did. But the more I thought about it, the less comfortable I felt with my rating. I just didn't think this book was very good. It was kind of like reading Since We Fell all over again. Not only are both books bogged down by tedious (albeit, in this case, gory) backstory, but they also contain frankly ludicrous plot developments. Underneath the icky serial killer MO, this is a very average, forgettable mystery that only produces surprises when verging on the ridiculous. The Fourth Monkey starts with the death of a serial killer; one who has evaded capture for years and has a very distinctive method - he sends the victim's family the ear first (hear no evil), then the eyes (see no evil), then the tongue (speak no evil), and finally the corpse is found with a sign - DO NO EVIL. Hence the four monkeys. So when a man is found dead, carrying a signature white box with an ear inside, the homicide detective Sam Porter knows two things: 1) this must be the man they've been looking for, and 2) there's a girl locked up somewhere who will die if they don't find her fast. On 4MK's person is a diary documenting his bizarre childhood and the more Sam Porter reads, the more he starts to believe that the killer is playing with them in death as he did in life.I found it quite a dull read for the most part. One ""twist"" about Sam Porter's past is both obvious and worthy of a serious eye roll. Other than that, though, Sam is given very little development. I love thrillers that make you care deeply about the characters, especially the detectives, but Sam is pretty stock. I will have forgotten him by tomorrow.Also, there are no other characters worth remembering. The cartoon villainis almost comical in his theatrical performances. He is not complex; rather, he practically walks around twirling his mustache and saying ""Muahaha"". When we delve into his past, the story gets ever more bizarre. And not in an interesting way. After 4MK goes through some standard serial killer motions (killing cats, perving on naked women), we get caught up in some farfetched mafia plot line. Long, boring diary excerpts and ridiculous twists? I'll pass on the sequel.",,,,,,
c,"This one brought me back to the days of arguing over D&D character builds at the decidedly ""uncool"" lunch table in high school. The references to 80s video games, music, and television were fun, even for someone born in '89. I thought the characters and dialogue were enjoyable, and the social commentary, while certainly not original, was apt. My one complaint would be the heavy exposition dropped in the opener, which usually scares me off. Glad I stuck it out. This is one that will tug at the heart strings of anyone obsessed with pop culture.
",,,,,,
c,"I've found it particularly difficult to write a review for this one. Whenever I tried to transfer my thoughts to paper ( ok ipad ) I found that ( in my excitement) I seemed to be giving away some small detail that would possibly spoil it for other readers. The shock and horror that I personally felt whilst reading this story, would have little value for others if they knew what they were about to read. Unusually, the story begins with the death of the man known as The Fourth Monkey Killer, a killer that has terrorised Chicago for the last 5 years. We're all familiar with the three monkeys - hear no evil, see no evil, speak no evil. The fourth monkey represents 'do no evil' which, coming from a serial killer is something of a contradiction in terms! On the day he dies, he was about to deliver a message to police informing them of his latest abduction, so the race is now on to discover her whereabouts before it's too late. The killer leaves behind a handful of clues for Detective Sam Porter, not least a personal diary, which dates back to his childhood. Herein lies the fascination with this story - this was no ordinary childhood - and his thoughts and actions (given his age) are utterly chilling! Oh boy, this was a completely gripping storyline , but exceptionally graphic, and not for the squeamish. It played havoc with my emotions and was really distressing at times, yet impossible to put down.So why, if I found parts of it so distressing would I rate it 5 Stars? Well, it was an exceptionally clever and well thought out plot - the writing was simply superb - and the author brought this serial killer very much to life, the minutiae of his life story was utterly absorbing, and then there was the conclusion - just when I thought it had ended, when everything had been done and dusted, there was another twist right on the last page, and oh boy was it a cracker!! As psycholigcal thrillers go, it doesn't get any better than this. A remarkable read that I think will be one of the stand out books of 2017!* Thank you to Netgalley, HQ and J.D.Barker for my ARC for which I have given an honest unbiased review* ",,,,,,
c,"Feed your Jones for 80'a nostalgia, with this story of a boy who must solve the ultimate Adventure game to save the world. Rich with references to old bands, songs, TV shows, and video games. The early chapters were a little heavy on narration and light on action, but Cline seemed to find his stride after a few chapters. It will be interesting to see how the movie interprets this book.",,,,,,
c,"Too verbose. Meaning? Waste of time, thought there would be more to it than the way it ended. My opinion.",,,,,,
i,"I couldn't finish this book. I was all for the nostalgia, but I found it just too unrealistic for my tolerance. Future youth being obsessed with 80s culture (to the smallest minute details) is comparable to people my age being obsessed with 40s and 50s pop culture; even with the Wonka-flavored contest, the number of Gunters seemed too large for such a niche area of knowledge (at least with Wonka, any random person could win as long as they bought a chocolate bar). There were also a lot of overworked tropes. I stopped after 100 or so pages. I feel like a bad nerd, and so many of my friends love this!",,,,,,
c,This is the holy grail of terrible mass-market fiction. This thing reads like a fifth-grader's creative writing assignment. It's so poorly written that it makes me wonder if it's not just an indictment of its target audience --- is it poking fun at how low the bar for mainstream science fiction writing is? Probably not. This book stinks to high heaven.,,,,,,
c,Fantastic thriller and a good start with the killer / cop relationship.Not too slick or reliant on twists (just a tiny one to make it interesting). Looking forward to the next.,,,,,,
c,"I loathed this book. 80s nostalgia porn as a plot device sucked. I can't even remember the actual story, the characters, or conclusion because it's just horribly written and overshadowed by everything 80s related in this novel.
",,,,,,
c,"I chose this book because I like Kristin Hannah's writing style. As the other books of hers that I have read, it's easy to understand and contains historical facts. This book deals with a veteran's PTSD, domestic violence and a wife's submissive behavior. At times I felt myself cringing at the content of the domestic violence. Her descriptions of Alaska in Winter are so beautiful as well as daunting at the same time. When Hannah mentions the northern lights I could visualize them in my head. Towards the ending it became a little tedious for me but I did like the final end..",,,,,,
i,Too melodramatic. Too improbable. Didn't finish.,,,,,,
c,"I forced myself to finish this book. I kept thinking that it had to get better, that there would be a twist and it would end up being a great read. It never happened. I felt like I was reading a novel for a teenager. It was unbelievable, and very predictable. The ending was horrible. Do not waste your time.
",,,,,,
c,"Terrible. If you get the references and are looking to connect with your kid about your childhood, you might read this book together. You might. They still won't understand or respect you.",,,,,,
c,"I have to give this creepy thriller 5 stars, for in-depth characters, a twisted original plot, and a (slightly) unexpected finish. Serial killers can be amusing! I was annoyed at the beginning with some of the macho male detectives, but learned to tolerate them. Also, some of the plot and description didn't ""fit."" Later in the book, it does. I am looking forward to more from this author, and what his devious mind will imagine.",,,,,,
i,"I had several people recommend this novel to me. I gave it three or four solid attempts for it to engage me but it was fruitless. I made it through a few chapters but I just couldn't stand all the references anymore. I tend to analyze a book based on Twain's guide to writing. In it he says a lot of things, but the biggest offenders with this tale were characters that act like human beings and scenes that can be built in time and space. Before the internet gets all mad about it being science fiction in a virtual reality world so how can you hold it to those standards, the point is that even if the situation is fantastical, characters should act like humans would act in that situation and environments have to be constructed and fit in relationship to all the other objects in the world. I don't believe an 18 year old kid would have the ennui coupled with the maturity displayed by the main character. It is clear this is a book written by Gen Xers for Gen Xers, which that may have value to some. But, even with being on the cusp of being a Gen Xer myself, I found the constant barrage of '80s nostalgia exhausting and distracting. It had the potential for a good story, the writing was lacking. I simply couldn't force myself through it anymore, reading is supposed to be fun, not a chore. It was worth my eight bucks to stop putting myself through that. Ultimately, I'd rather have my eight bucks, but worth it to stop.",,,,,,
c,"I liked it. Didn't love it, didn't hate it... liked it. I thought it was entertaining, but the characters were really underdeveloped and some of the dialogue was clunky. I also couldn't help but roll my eyes at a lot of writing in the diary. I get what he was trying to do with it, but I didn't love it. Also, the fact that I was able to put this book down for two weeks and not feel the need to rush back to it says a lot. I'm someone who will stay up all night to finish a book if it's really hooking me. This one lost me a bit in the middle. I guess with the high rating and rave reviews, I was just expecting more.",,,,,,
c,"Horrible soap opera, void of anything about Alaska. Plot and conclusion revealed in first chapters.",,,,,,
c,"My thoughts on Ready Player One are split into two halves. On the one hand, the characters are generic stereotypes with no depth, many of the nostalgia bits feel tacked on without really fitting properly, and the author is prone to long tangents about some 80s factoid that distract from the pacing and surroundings. On the other hand, not only was the plot engaging enough that I completed the book in marathon form only rarely taking time to put it down, but it left a strong enough image of its universe in my head that I found myself thinking back to it days later - which can't be said for all books. As such, despite some flaws, I give the book an overall strong recommendation for being great fun.",,,,,,
c,"If you can get passed that the writer writes like a high school sophomore, you might find an interesting story here. It's painful reading.",,,,,,
c,Do. Not. Bother. Poorly written. Vacuous characters. Wish I could rate this waste of time a with no star.,,,,,,
c,"This would be a pretty good book for a 16 year old girl or serialized in Good Housekeeping magazine. Think of all the brilliant fiction that has been written about suburbia by authors like Franzen, Russo, Lahiri, Yates, Guest, Eugenides, etc. This book is written in a sophomoric style that would appeal to a YA reader with hardly breakthrough ideas about supposed Liberal suburbia in the 90's. Contrived story with no new insight. Just something to take up time.",,,,,,
c,"If I could give this book less than one star I would. This was awful. I normally don't finish reading books that I'm not enjoying, but my book club was reading this one and I had to finish it. The writing just wasn't good and was hard for me to get through. The dialogue was poorly constructed and the plot felt like it was using every single cliche known to man. There were also lots of contradictions and holes all throughout the plot that made it more and more unbelievable. This felt like a writer's first attempt at a story, not a novel by an award-winning author. I also didn't feel any real suspense or mystery. I definitely would not recommend this book. ",,,,,,
c,"A talented writer. Hollywood will love this. Why only 3 stars? Not to sound like a prude but the graphic nature of the Diary sections of the book were over-the-top. So much so, I almost didn't finish the book. This is an author who is looking to justify the anti-hero, which is ""So-last-century."" His ""protagonists"" were painfully static, cliche-laden bores. His understanding of how police would respond to the events he described is quite superficial. The FBI would be in on a case like this, it wouldn't be left to some gum-shoe and his partner. ",,,,,,
c,"After reading this author's first book, I purchased this one before its actual release date without even reading its description (that's how much I enjoyed the writer's previous work) but this book was so disappointing and such a waste of time and money. It was all over the place and there were so many holes that just didn't connect stories and the overall plot together. Did not enjoy it and could not wait to finish it. The ending was also abrupt but the entire story just didn't contain fluid writing and was quite disappointing in its context.",,,,,,
i,I'm putting this book down for good after a few chapters. The hype surrounding this novel got me interested but it is simply a slurry of late 20th century video game and movie references attempting to pander to the reader's nostalgia. It got to be ridiculous after a while as the constant 80s pop trivia set to the tune of Charlie and the Chocolate Factory kept pulling me out of the story. In my adulthood I'm still learning to walk away from a book unfinished and this one gave me an opportunity to prove my ability to do so.,,,,,,
c,"This book did not agree with me. I now have literary word poisoning. Go read Wool instead, or re-read Snow Crash. This is just indulgent and sad.
",,,,,,
c,From start to finish-a great book! Disturbing sometimes but worth it!,,,,,,
c,"I strongly dislike this book. It is the most cliche filled story I've encountered in a long time. It almost always chooses to do the silliest option and I would argue that one could guess most of the big moments that'll happen by the books end in the first 30 or so pages. It is literally just one trope flowing into another and we're talking like the most overdone tropes in the genre by far. To the point where it almost reads like a parody. The protagonist has a single character attribute that defines him just one and it's the most cliche characteristic in a detective story at this point. The book is full of laughably silly moments as well, just small lines that are easy to look past if the rest of the book is good, but in a book like this, it's just more wood on the fire (things like a homicide detective in today's age not knowing what twitter is). The antagonist is an attempt at Hannibal Lecter but ends up feeling like a parody of the more popular socio/psychopath killer characters, to the point where his backstory is cartoonish. The ending improves things a little bit and the diary entries are good albeit a bit silly, but it's definitely the least trope filled part of the book",,,,,,
c,Did not enjoy,,,,,,
i,"I read over half of this book before DNFing it. I just couldn't read anymore. It was utterly repulsive and demented and I've read my share of murder mysteries. I also didn't really connect with, or care for the characters and found the plot confusing in parts. It just wasn't for me.",,,,,,
c,"If I had to pick one word for this book I would probably say indulgent. If you weren't into 80s pop culture and/or didn't play video games in the 80s this book probably is not for you. That said, if you've ever played Pac-Man, Zork, Double Dragon or if you've ever seen Wargames or Star Wars (and actually saw it in the 80s or early 90s) this book is probably worth a shot for you. Overall, it's actually a very interesting premise and does definitely get into the human obsession with escapism, but it also has fun stuff like D&D, giant robots, some Matthew Broderick, etc. It's a fun read and I definitely recommend it.",,,,,,
i,"This book just didn't work for me. For one thing it was way too gory and the frequent use of the ""F"" word was a big turnoff, totally unnecessary. The story bounced around with multiple points of view, the killer's diary, the captive teen, and the police. I didn't even get half way through before I was bored with it. Sorry I wasted my money. Very disappointing after all the hype.",,,,,,
c," Sift a pinch of psychology with a scant tablespoon of theology, add one part Island of the Blue Dolphin with two parts philosophy, mix with a pastry blender or the back of a fork until crumbly but not dry and there you have Pi and his lame-o, cheesed out, boat ride to enlightenment. Actually I liked the beginning of this book- loved Pi's decleration and re-naming of himself, his adding religions like daisy's to a chain, and was really diggin on the family as a whole and then....then, then, then the tarpaulin. I did learn some things though, I learned that: a). cookies work wonders in assuaging heated arguments. b). Tiger turds do NOT taste good, no mater how hungry you are and hold absolutely no nutritional value (actualy this might apply only to turds obtained from tigers that have been floating on rafts for several weeks/months? I think I'll apply it as a general rule). I wanted to like this book more - I loved the cover and then there's that little golden seal that keeps going psst, psst, you don't get it - it's waaaay deep, you missed the whole point. But I think no, I got the point, like a 2 by 4 to the forehead I got the dang point! What I lack in spelling, this author lacks in subtlty. I felt like the ending was a study guide/cliff notes pamphlet/wikepedia entry all in one. I love Pi in the first 3rd, I understand the merits of Pi in the raft (just not my thing), but pi in the last bit - ugh, ugh,ugh! I'm chocking on the authors shoving of moral down my throat - help! help! I can't breath.......2 stars for the beginning, negative 3 stars for the ending, add something (or subtract to make it equal a positive - ????) and there you have my 2 starred LIfe of Pi review.",,,,,,
c,"I read this book two years ago, but when we discussed it this month for book club, I remembered how much I liked it. A good discussion always ups my appreciation of a novel as does an ending that makes me requestion my givens in the story. I find myself reading contradictory interpretations and agreeing with both sides. That's the beauty of symbolism: as long as you back up your cause, it's plausible. Initially it took me several weeks to get into the book. The beginning reads more like a textbook with inserted clips of the main character's future self. While the knowledge I gained about zoology and theology was interesting, it wasn't intriguing enough to keep me awake for more than a few pages at a time and often I found the tidbits a confusing distraction. But with distance I enjoyed the backdrop information it offered. If you're struggling through the initial background, jump ahead to the second section. Yeah it's important, but it's not vital. And maybe once you've read the story you'll want to come back and appreciate his analysis.I highly enjoyed this strange journey at sea and found it almost believable--until the castaways encounter the island at which point I wondered how much of his sanity wavered. Being shipwreck is one of a plethora of phobias I have. Throw on top my even stronger fear of tigers and this was a story straight out of a nightmare, one that kept me intrigued for a resolution. How could a boy keep the upper hand shipwrecked with a tiger? I had a picture in my head of Pi clinging to the side of the boat to avoid both the salty water infested with sharks and a foodless boat housing a hungry carnivore.I found myself stuck in the unusual place where as a reader I find a story plausible with full knowledge that had this story been presented in real life I would have doubted its authenticity. I wanted to believe the story and all its fantasy. The end initially annoyed me, but if you look at the rich metaphors in the story, it becomes delectable for a story analyst like me. There is nothing I enjoy more than tearing apart a story and pulling out the intentions and symbols buried inside. Instead of just a fantastical story, you find a fable with a moral. Spoilers here. (view spoiler) Some of my favorite quotes from the book:""Life is so beautiful that death has fallen in love with it, a jealous, possessive love that grabs at what it can."" ""It was my luck to have a few good teachers in my youth, men and women who came into my dark head and lit a match. ""Doubt is useful for a while...But we must move on. To choose doubt as a philosophy of life is akin to choosing immobility as a means of transportation."" ""All living things contain a measure of madness that moves them in strange, sometimes inexplicable ways."" ""Memory is an ocean and he bobs on the surface."" ""First wonder goes deepest; wonder after that fits in the impression made by the first."" ""The main battlefield for good is not the open ground of the public arena but the small clearing of each heart.""",,,,,,
c,I loved this book! I watched the film before reading the book and I loved both of them. I enjoy short chapters so this was good for me. Best scene was the 3 religious men arguing about Pi's religion. Found it really smartly done and funny.,,,,,,
c,"For years I noticed this book on display, particularly its cartoonish paperback cover. Was it a children's book? This Pi stuff -- was it something about math? It's a castaway story and like all castaway and shipwreck stories it's about human endurance, indomitable spirit and man vs. nature. The things that distinguish this story from Robinson Crusoe or Tom Hanks in Cast Away, is that the main character (Pi, short for Piscine) is trapped in a lifeboat with a Bengal tiger. He's Indian and multi-religious - a true believer in Christianity, Islam, and Hinduism. He comes from a family of zookeepers who were transporting their animals by freighter. This is how he wound up with a tiger in his lifeboat. It's an inspiring book, but drags in spots -- more than 200 days at sea is a lot of fish and storm stories. I kept waiting for the multi-religious theme to play a real role in the story but it did so only peripherally, so the plot seems a bit disconnected. In the end, we are offered two stories: one of murder and cannibalism and one of a journey in the lifeboat with animals. A key theme comes at the end of the book in a throwaway line: Which story do you prefer? So it is with God. It's a good read and a unique plot. ",,,,,,
c,LITTLE INDIAN BOY GOES ON WEIRD BOAT RIDE WITH MEAN CAT.,,,,,,
i,DNF,,,,,,
i,DNF,,,,,,
i,DNF,,,,,,
i,DNF,,,,,,
i,DNF,,,,,,
i,Tedious...rambling...DNF,,,,,,
i,DNF @ 100 pages (required reading),,,,,,
i,"DNF, I hate this book, read it for school, bye.",,,,,,
i,DNF. I tried I really did. Guess symbolic animals just aren't my thing!,,,,,,
i,DNF @ ~30%. Skimmed chapters 16-22. Too bad for words. There wasn't a single thing about this book that I enjoyed.,,,,,,
i,"The author's voice was nice, but the story was just dragging it's feet like no other story I've read. I started skimming. DNF",,,,,,
i,DNF- SO boring and hard to read. I just could not get into it. I tried a couple times. I really wanted to read it!,,,,,,
i,*starts book* lol psych DNF at like 30 pages in because this has got to be one of the most boring books I've ever read,,,,,,
i,"DNF Simply put, I was bored and it took everything I had to get as far as I did. It never got better for me.",,,,,,
i,Dnf due to my own stupidity really. Read the historian and was more intrigued in that. Took me forever to finish the book and now I'm on to another one,,,,,,
i," The second chance to read, and still DNF! I just couldn't continue. I'm very huge fan of Life of Pi. But I'll stand for the movie; the book isn't interesting at all, well... a few pages only.",,,,,,
i,"I chose to dnf this book, because it got very boring for a LONG time, and I didn't have time for that at that moment. But the writing is really good!",,,,,,
i,"DNF (x2) - I don't know what all the fuss was about with this book. I have tried to read this book twice now after falling for all the hype about it. Both times I found the beginning interesting, but once they got onto the life raft it became boring.",,,,,,
i,"DNF @ 20%. This is nothing but lectures on zoology, Hinduism and Christianity. Not that this stuff isn't interesting, but a book with a good story it does not make. The weird interjections of the guy talking about some other guy are, well, weird. Frankly, this book sounds like it wants to be mega super Important, and it's not.  The narrator reading Pi's chapters did a great job though, so props to him.",,,,,,
i,"DNF I tried to get into this but it was too slow moving. Too many details about floating in the ocean with a tiger which I quickly lost interest in. Technically the writing was good I just wasn't into the story, actually I was until I realized how long I was going to have to listen to the lost at sea part. Maybe I'll try again someday. I can see where the movie might be good.",,,,,,
i,"The Life of Pi didn't really do it for me and I have no intention of reading this any further. I just found it so boring because there was to much information about animal behaviour and religion. I am not a religious person so I did skip the paragraphs when Pi was talking about God and other Gods in religions. That's another thing, we're not talking just one religion here because Pi explores many diffeent religions so there is a lot about religion and culture within this book. The animal behavior is kind of interesting but not in the detailed form within this book. I did see the film and I found the film interesting which is why I decided to read the book in the first place but I think on this occassion I prefer the film and I'm not saying the film is amazing or anything because that bored me in parts as well. Actually my boyfriend got bored way before me and we only continued watching it because I said it might pick up. So going back to the book, I'm marking this as DNF because I'm not going to read any more of it and I need to read books i'm interested in otherwise i'm just not going to read them and I want to get to 50 books this year. There are people who will love this book but it's just not really my thing. So if it's your thing then by all means read it, it just didn't suit me.",,,,,,
i,"Dnf at Ch.70.  Could be improved if: Richard Parker eats Pi at Chapter 54. I will keep this review short, just to say that I really did not like Life of Pi. I don't feel that it deserves one star because the author's vision is grand. However, I tried to like this book. I tried so hard - and when you find yourself trying to enjoy it, yet not really doing so, you know it's just not the book for you. This was my first go at an audio-book and maybe that's why I didn't gel with the story as much. As another reviewer put it: the best enlightenment was realising that I didn't HAVE to finish this book, for all that I tried. The most interesting part was at the beginning, when Pi took the reader through his journey of discovering the different religions and practising them all at once. I think I will watch the film and probably enjoy it. Update: watched the film and loved it!",,,,,,
c,"Lots of surprises - I think I should maybe read this one again because at the end I kind of said, ""Huh?"" But any book that makes you want to turn around and read it again the minute you finish it has to be good, right?",,,,,,
c,"This book suffers in the frame narration--the beginning is especially tedious--but gains steam as the meat of the story (no pun intended) presents itself. I do appreciate, as many of the reviewers note, the consistency of tone and voice that lend the outrageous events of the plot credibility. It is the central plot that drives and redeems this book. I was disappointed by the denouement, where the author reveals rather flippantly the unreliability of the main character, Pi, and his storytelling. Leaving the reader to doubt may have been a more effective and compelling solution.",,,,,,
c,"A good survival story; a quite page-gripping work about a boy, a bengal tiger, and the vast ocean. I pretty much enjoyed reading this book although i have to admit that those sailing terms bothered me a little. The author did a good job though, picturing the emotion ride in those extreme and difficult conditions. All in all, it's a worth reading book.",,,,,,
c,"This book takes a while to get going, but once it does it's an interesting story of survival. A little gruesome/explicit for my tastes; I had to skip some of the ""Call of the Wild"" moments. Skip the author's prologue it takes away from the adventure.",,,,,,
c,dank,,,,,,
c,"not a bad book if you don't mind a weird ending with not a lot of closure. I am one of those people who like an ending to a book. A good solid ending with no questions left unanswered. Maybe thats asking a lot. Life of Pi was a slow read but not horrible, until the end. But, some people like to be left guessing. Left to kinda ponder the ""what if's"". If you are that kinda of person ... read it :)
",,,,,,
c,"Oh finally I get it. I read this a couple of years ago and it was supposed to be all about God. But no, it's not a religious allegory at all. It's about the collapse of communism. As the ocean liner of communism sinks under the weight of its own massive incompetence (a good idea, but the captain was drunk and the crew were sticky-fingered rascals), you leap overboard, clamber on to the only available boat (capitalism) only to find that there's a giant tiger on board which will eat you unless you can keep feeding it your hapless fellow-creatures. When I thought this novel was about God I gave it 2 stars. It didn't make sense. But now I realise - it's a perfect metaphor - three stars.",,,,,,
c,"As a sort of parable on the value of storytelling, Yann Martel's fantastical adventure, Life of Pi, is astonishing. In the most desperate of circumstances, while Pi is on his lifeboat with a Bengal tiger named Richard Parker, imagination and storytelling are the keys to Pi's incredible story of survival. Issues about believability, what really happened on the boat, take a backseat to wonder, love, creativity and to a certain extent, madness. The novel is heavy on spirituality, but it is compelling and Pi's evolving relationship with Richard Parker keeps their 227 days at sea interesting.",,,,,,
c,"man very much aware of the literary elements (obviously an avid reader and serious lit student), Yann Martel proves that a classic can certainly be construed. First off, start with a ridiculous scenario &, doing the reverse of what the Bengal tiger does in the lifeboat, fill it up with meat. He layers the inspirational tale beautifully, & it really helps that the writer's note at the beginning takes you straight to the main source. He knows tons about storytelling. This could have been a 60 page novella, but that would be lesser than the main intention: to construct a sure-fire (pre-""classic"") hit. Let me say, though, that I WAS TURNED OFF by the constant dollops of religion, perhaps what the novel's true main point is. But sometimes petitions are drags. I enjoyed the moments that transported me back to my favorite book in middle school ""The Cay"" and survival lit always does it's trick: makes you appreciate that you are where you are, and not in the middle of nowhere. Pi the boy is smart & verry patient, a detail that is perhaps even more fantastic than the premise itself. It seems cartoony at times, sure, but when the violence and gore get brutal... well, the combination is simply fantastic. Well done. (l",,,,,,
